Planet_Name,Host_Star_Name,Number_of_Stars,Number_of_Planets,Number_of_Moons,Discovery_Method,Discovery_Year,Discovery_Facility,Orbital_Period_Days,Orbital_Distance_AU,Planet_Radius_Earth_Units,Planet_Radius_Jupiter_Units,Planet_Mass_Earth_Units,Planet_Mass_Jupiter_Units,Mass_Measurement_Type,Orbit_Eccentricity,Insolation_Flux_Earth_Units,Equilibrium_Temperature_K,Star_Spectral_Type,Star_Temperature_K,Star_Radius_Solar_Units,Star_Mass_Solar_Units,Star_Metallicity,Star_Metallicity_Ratio,Star_Surface_Gravity,Right_Ascension_Deg,Declination_Deg,Distance_From_Earth_Light_Years,Star_Gaia_Magnitude
TOI-1758 b,TOI-1758,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),20.705074685,0.141409,3.62,0.32295532,6.9,0.02170983,Mass,0.0,21.05,551.44,Unknown,5169.0,0.81,0.88,-0.02,[Fe/H],4.53,354.741581,75.6852317,315.13681954,10.6252
TOI-1759 b,TOI-1759,1,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),18.85019,0.1177,3.14,0.28013252,10.8,0.0339806,Mass,0.0,6.39,443.0,M0.0 V,4065.0,0.597,0.606,0.05,[Fe/H],4.65,326.8516615,62.7538164,130.675706024,10.8385
TOI-1768.01,TOI-1768,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),7.337703649,0.076381,3.453,0.30805656,11.8,0.037,M-R relationship,0.0,240.87,1566.0,Unknown,5994.0,1.1,1.1,0.02,Unknown,4.4,152.1027826,55.5399599,514.01207132,10.3113
TOI-1772.01,TOI-1772,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),8.054246874,0.078375,2.905,0.25916719,8.78,0.0276,M-R relationship,0.0,140.93,877.67,Unknown,5583.0,0.995,0.99,0.1282,[M/H],4.44,156.837704,34.3909497,318.837711672,9.80056
TOI-1774.01,TOI-1774,1,2,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),16.70988,0.0761,2.78,0.24801541,8.5,0.02674399,Msini,0.05,73.7609,824.0,Unknown,5746.0,1.1303,0.991,-0.02,[Fe/H],4.33,148.1619305,35.111008,176.03943943999997,8.08235
TOI-1775 b,TOI-1775,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),10.2405549,0.08,8.04728896,0.71793227,96.0,0.30204978,Mass,0.0,55.4426,707.89,Unknown,5284.0,0.8288,0.9218,0.162,[Fe/H],4.565,150.1151015,39.4577506,486.73564504,11.4501
TOI-1776 b,TOI-1776,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),2.799868,0.0378,1.21612741,0.10849581,1.4,0.00440489,Mass,0.0,560.3349,1269.21,Unknown,5785.0,0.9356,0.9196,-0.193,[Fe/H],4.457,164.7772913,40.9837182,145.61886932,8.09023
TOI-1777.01,TOI-1777,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),14.650111974,0.119466,2.246,0.20037504,5.67,0.0178,M-R relationship,0.0,71.34,580.0,Unknown,5859.0,0.98,1.06,0.02,Unknown,4.4776,151.807032,46.1148814,260.16322574,9.15437
TOI-178 b,TOI-178,1,6,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1.9145601,0.02607,1.2,0.10705701,0.96,0.0030205,Mass,0.0,106.484,1040.0,K,4316.0,0.662,0.647,-0.23,[Fe/H],4.45,7.3020115,-30.4541159,204.49655044,11.1523
TOI-178 c,TOI-178,1,6,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.238486,0.037,1.754,0.15648167,4.64,0.01459907,Mass,0.00032,97.6159,873.0,K,4316.0,0.662,0.647,-0.23,[Fe/H],4.45,7.3020115,-30.4541159,204.49655044,11.1523
TOI-178 d,TOI-178,1,6,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),6.557569,0.0592,2.695,0.24043221,5.2,0.01636103,Mass,0.0068,24.9125,690.0,K,4316.0,0.662,0.647,-0.23,[Fe/H],4.45,7.3020115,-30.4541159,204.49655044,11.1523
TOI-178 e,TOI-178,1,6,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),9.96318,0.0783,2.301,0.20528182,3.48,0.0109493,Mass,0.00038,21.8202,600.0,K,4316.0,0.662,0.647,-0.23,[Fe/H],4.45,7.3020115,-30.4541159,204.49655044,11.1523
TOI-178 f,TOI-178,1,6,0,Transit,2021,Multiple Observatories,15.23335,0.1039,2.417,0.21563067,5.63,0.01771396,Mass,0.00045,0.6071,521.0,K,4316.0,0.662,0.647,-0.23,[Fe/H],4.45,7.3020115,-30.4541159,204.49655044,11.1523
TOI-178 g,TOI-178,1,6,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),20.71663,0.1275,2.939,0.26220047,4.4,0.01384395,Mass,0.00043,19.4978,470.0,K,4316.0,0.662,0.647,-0.23,[Fe/H],4.45,7.3020115,-30.4541159,204.49655044,11.1523
TOI-1782.01,TOI-1782,1,2,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.987641028,0.05024,2.368,0.21125917,6.2,0.0195,M-R relationship,0.0,56.25,697.84,Unknown,4336.0,0.669,0.68,0.02,Unknown,4.62012,213.0787718,74.4117909,310.71218724399995,12.0399
TOI-1782.02,TOI-1782,1,2,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1.829024227,0.025739,1.839,0.16406487,4.04,0.0127,M-R relationship,0.0,214.17,974.95,Unknown,4336.0,0.669,0.68,0.02,Unknown,4.62012,213.0787718,74.4117909,310.71218724399995,12.0399
TOI-1789 b,TOI-1789,1,1,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.208664,0.04882,16.14093221,1.44,222.4798849,0.7,Mass,0.0,2300.0,1927.0,F,5991.0,2.168,1.507,0.373,[Fe/H],3.943,142.743406,26.5399951,747.11576452,9.58439
TOI-1794 b,TOI-1794,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),8.765528,0.082,3.29701268,0.29414028,8.7,0.02737326,Mass,0.0,228.913,992.91,Unknown,5631.0,1.3162,0.9698,0.035,[Fe/H],4.184,203.3974857,49.0608433,508.12169395999996,10.1444
TOI-1798.01,TOI-1798,1,2,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),8.021522331,0.074984,2.448,0.21839631,6.5,0.02045129,Mass,0.0,69.26,734.31,Unknown,5165.0,0.78,0.87,0.073,[Fe/H],4.572,211.0939367,46.5192825,369.14662236,11.067
TOI-1798.02,TOI-1798,1,2,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0.437811822,0.010789,1.464,0.13060956,5.6,0.01761957,Mass,0.0,3345.44,1935.83,Unknown,5165.0,0.78,0.87,0.073,[Fe/H],4.572,211.0939367,46.5192825,369.14662236,11.067
TOI-1799 b,TOI-1799,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),7.094570865,0.072502,1.642,0.14648968,4.0,0.01258541,Mass,0.0,164.26,922.72,Unknown,5690.0,0.957,1.01,-0.064,[Fe/H],4.45,167.2329152,34.3030149,202.632242744,8.81013
TOI-1801 b,TOI-1801,2,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),10.64387,0.075,2.079,0.186,5.738,0.01805377,Mass,0.0,10.7276,493.7,M0.5+/-0.5 V,3863.0,0.547,0.556,-0.19,[Fe/H],4.78,175.5755995,23.0270335,100.063356176,10.8269
TOI-1803 b,TOI-1803,1,2,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),6.293287,0.06,2.99,0.26675039,10.32,0.03247035,Mass,0.0,58.0,747.0,Unknown,4687.0,0.715,0.756,0.014,[Fe/H],4.62,178.0461054,35.1718001,388.90841439999997,11.7705
TOI-1803 c,TOI-1803,1,2,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),12.885779,0.097,4.29,0.38272882,8.0,0.02517081,Mass,0.0,22.0,588.0,Unknown,4687.0,0.715,0.756,0.014,[Fe/H],4.62,178.0461054,35.1718001,388.90841439999997,11.7705
TOI-1806.01,TOI-1806,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),15.1454693,0.087735044,3.4095367,0.30384891,11.5,0.0362,M-R relationship,0.0,2.1473,337.47,Unknown,3272.0,0.401575,0.392935,0.02,Unknown,4.82521,166.1181474,30.4585763,181.08539891599997,13.927
TOI-1807 b,TOI-1807,1,1,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.54937097,0.0122,1.49681583,0.13353719,2.44,0.0076771,Mass,0.0,1407.22,1694.1,Unknown,4914.0,0.746,0.8048,0.044,[Fe/H],4.598,201.2826259,38.9223671,138.8690709,9.67517
TOI-181 b,TOI-181,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.532,0.0539,6.9559,0.6339,46.1687,0.1452,Mass,0.1543,102.43,895.1,K,4994.0,0.745,0.822,0.272,[M/H],4.608,352.1725409,-34.4914099,313.872312728,11.0857
TOI-1811 b,TOI-1811,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.7130765,0.04389,11.14172682,0.994,308.9292116,0.972,Mass,0.052,55.9743,962.2,Unknown,4766.0,0.769,0.817,0.306,[Fe/H],4.579,188.9223576,27.2143766,418.2298387999999,11.7574
TOI-1814 b,TOI-1814,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),6.36861010462,0.0761,5.18536642,0.4626082,23.5,0.0739,M-R relationship,0.0,216.0619,977.83,Unknown,4872.84,2.3895,0.94,0.02,Unknown,3.6712,236.8168817,77.2326429,1182.3872543199998,11.4141
TOI-1820 b,TOI-1820,1,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),4.860674,0.061,12.778238,1.14,731.0053361,2.3,Mass,0.043,292.245,1375.0,Unknown,5734.0,1.51,1.04,0.14,[Fe/H],4.24,187.6867207,27.4520016,810.5107062399999,10.9653
TOI-1823 b,TOI-1823,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),38.8,0.212,7.5406241,0.67273058,67.4,0.21206412,Mass,0.0,9.2972,423.63,Unknown,4927.0,0.8049,0.8414,0.243,[Fe/H],4.548,196.2197201,63.753261,233.67642313599998,10.3908
TOI-1824 b,TOI-1824,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),22.808533,0.151,2.7438269,0.24478826,16.0,0.05034163,Mass,0.0,14.6287,528.67,Unknown,5165.0,0.8123,0.8801,0.124,[Fe/H],4.562,197.7312286,61.7448492,193.83907698399997,9.5075
TOI-1836 b,TOI-1836,1,2,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),20.380799,0.1597,8.00321222,0.714,38.45723725,0.121,Mass,0.0,153.5185,966.0,Unknown,6380.0,1.577,1.307,-0.101,[Fe/H],4.159,245.9079242,54.6900774,625.07471244,9.64482
TOI-1836 c,TOI-1836,1,2,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1.7727471,0.03089,2.59987579,0.23194578,8.0,0.02517081,Mass,0.0,2981.98,2007.6,Unknown,6237.0,1.6454,1.2518,-0.136,[Fe/H],4.098,245.9079242,54.6900774,625.07471244,9.64482
TOI-1839 b,TOI-1839,1,2,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),1.42378440907,0.0761,2.21895097,0.19796189,5.56,0.0175,M-R relationship,0.0,921.8467,1405.35,Unknown,5315.91,0.848099,0.934,0.252,[M/H],4.5126,196.8331106,5.8520458,378.62145416,10.7274
TOI-1839 c,TOI-1839,1,2,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),4.02393854207,0.0761,2.40867246,0.21488773,6.39,0.0201,M-R relationship,0.0,106.484,833.0,Unknown,5315.91,0.848099,0.934,0.252,[M/H],4.5126,196.8331106,5.8520458,378.62145416,10.7274
TOI-1842 b,TOI-1842,1,1,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),9.5739181,0.1,12.3485023,1.10166148,89.4,0.28128386,Mass,0.276,354.639,1199.55,Unknown,6039.0,2.032,1.4643,0.332,[Fe/H],3.986,201.9626552,9.0306437,728.8445054,9.65981
TOI-1846 b,TOI-1846,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),3.9306737,0.03646,1.792,0.15987181,3.87,0.0122,M-R relationship,0.0,17.35,568.1,Unknown,3568.0,0.397,0.418,0.169,[Fe/H],4.862,257.9549645,54.5278483,154.107405376,12.9919
TOI-1853 b,TOI-1853,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1.2436258,0.0213,3.46,0.30868106,73.2,0.23031296,Mass,0.03,435.33,1479.0,K2.5 V,4985.0,0.808,0.837,0.11,[Fe/H],4.49,211.4593468,16.9923703,538.4998638,11.9474
TOI-1855 b,TOI-1855,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1.36414864,0.02398,18.49481816,1.65,360.09958513,1.133,Mass,0.033,852.162,1701.0,Unknown,5359.0,1.041,0.987,0.399,[Fe/H],4.397,205.3539534,17.6868719,576.7514394799999,11.1611
TOI-1859 b,TOI-1859,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),63.48347,0.337,9.75181321,0.87,68.6,0.216,M-R relationship,0.57,23.786,615.0,Unknown,6341.0,1.36,1.287,0.12,[M/H],4.285,279.8317644,69.5228726,731.8451405999999,10.2843
TOI-1860 b,TOI-1860,1,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.0662107,0.0204,1.31,0.11687057,2.27,0.00714,M-R relationship,0.0,876.703,1885.0,G V,5752.0,0.94,0.99,0.04,[Fe/H],4.58,226.4567308,64.0476821,149.58818784,8.23223
TOI-1873 b,TOI-1873,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),7.00572708834,0.0761,2.86356397,0.25547051,8.57,0.027,M-R relationship,0.0,171.8936,923.5,Unknown,5597.99,0.971675,1.015,0.02,Unknown,4.4762,212.5684755,84.3718582,593.64958184,11.2141
TOI-1883 b,TOI-1883,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.50638,0.0468,5.65,0.50406011,27.2,0.0854,M-R relationship,0.0,17.9436,524.92,M,3477.0,0.494,0.492,0.02,Unknown,4.5,134.0892456,-12.9306438,376.28291564,14.5242
TOI-1898 b,TOI-1898,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),45.52234,0.269,9.39553231,0.83821469,129.0,0.40587939,Mass,0.485,51.0074,674.54,Unknown,6241.0,1.6131,1.2484,-0.095,[Fe/H],4.116,144.5553,23.5467464,259.842614392,7.748
TOI-1899 b,TOI-1899,1,1,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),29.090312,0.1525,11.09689089,0.99,212.94503269,0.67,Mass,0.044,3.4,378.0,M0,3926.0,0.607,0.632,0.28,[Fe/H],4.672,299.4268472,40.1433462,418.9082432799999,13.5553
TOI-1937 A b,TOI-1937 A,2,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0.94667944,0.01932,13.97759893,1.247,638.83509807,2.01,Mass,0.0,3230.0,2097.0,Unknown,5814.0,1.08,1.072,0.196,[Fe/H],4.401,116.3707214,-52.3832587,1353.9877106,13.0168
TOI-198 b,TOI-198,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),10.215213,0.0675,1.36,0.12133128,3.17,0.00997394,Mass,0.15,7.2,456.0,M0 V,3801.0,0.418,0.417,-0.66,[Fe/H],4.81,2.2715087,-27.1217452,77.384424872,10.9187
TOI-199 b,TOI-199,1,2,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),104.854,0.4254,9.07927437,0.81,54.03082919,0.17,Mass,0.09,8.5419,476.27,G9 V,5255.0,0.82,0.936,0.22,[Fe/H],4.582,80.1058735,-59.8954326,333.55974119999996,10.5784
TOI-199 c,TOI-199,1,2,0,Transit Timing Variations,2023,Multiple Observatories,273.69,0.807,11.4,1.01,88.99195396,0.28,Mass,0.096,56.729,570.0,G9 V,5255.0,0.82,0.936,0.22,[Fe/H],4.582,80.1058735,-59.8954326,333.55974119999996,10.5784
TOI-1994 b,TOI-1994,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.0337142,0.0613,13.67495645,1.22,7024.0077947,22.1,Mass,0.341,1910.26,2290.0,Unknown,7700.0,2.3,1.86,-0.01,[Fe/H],3.982,147.1745753,-51.756564,1681.6701206799996,10.428
TOI-2000 b,TOI-2000,1,2,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.09833,0.04271,2.7,0.241,11.0,0.0347,Mass,0.0,628.0,1488.0,Unknown,5611.0,1.134,1.082,0.439,[Fe/H],4.363,146.3970631,-66.6866307,573.09849228,10.8542
TOI-2000 c,TOI-2000,1,2,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),9.127055,0.0878,8.14,0.727,81.7,0.257,Mass,0.063,149.0,1038.0,Unknown,5611.0,1.134,1.082,0.439,[Fe/H],4.363,146.3970631,-66.6866307,573.09849228,10.8542
TOI-2005 b,TOI-2005,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),17.305904,0.16,11.99360935,1.07,2034.1018048,6.4,Mass,0.597,525.9409,1221.39,Unknown,7130.0,2.02,1.59,0.0,[m/H],3.946,164.031654,-43.3766967,1071.340921,9.75967
TOI-201 b,TOI-201,1,3,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),52.9786,0.303,11.4,1.01704163,164.0,0.51600171,Mass,0.275,68.4513,759.0,F,6423.0,1.31,1.32,0.24,[Fe/H],4.318,87.4017825,-54.910423,371.24706699999996,8.94004
TOI-201 c,TOI-201,1,3,0,Transit Timing Variations,2025,Transiting Exoplanet Survey Satellite (TESS),2890.0,4.37,10.4,0.92782745,4990.0,15.70029579,Mass,0.651,56.729,570.0,F,6423.0,1.31,1.32,0.24,[Fe/H],4.318,87.4017825,-54.910423,371.24706699999996,8.94004
TOI-201 d,TOI-201,1,3,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),5.84889,0.0698,1.39,0.12400771,5.8,0.01824884,Mass,0.3,389.669,1237.0,F,6423.0,1.31,1.32,0.24,[Fe/H],4.318,87.4017825,-54.910423,371.24706699999996,8.94004
TOI-2010 b,TOI-2010,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),141.834025,0.5516,11.81426566,1.054,408.7273314,1.286,Mass,0.212,4.09,400.2,F0,5929.0,1.079,1.112,0.168,[Fe/H],4.417,292.1669417,53.4873694,356.12973639999996,9.69568
TOI-2015 b,TOI-2015,1,2,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.348237,0.029322,3.309,0.29520972,9.2,0.02894644,Mass,0.0789,13.185,530.9,M4 +/- 0.5,3297.0,0.3273,0.3041,-0.31,[Fe/H],5.04,232.1326528,27.361073,154.41660126399998,14.176
TOI-2015 c,TOI-2015,1,2,0,Transit Timing Variations,2025,Multiple Observatories,5.582796,0.041232,2.93,0.261,8.91,0.028034,Mass,0.00033,6.68,448.0,M4 +/- 0.5,3297.0,0.3273,0.3041,-0.31,[Fe/H],5.04,232.1326528,27.361073,154.41660126399998,14.176
TOI-2018 b,TOI-2018,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),7.435583,0.0761,2.268,0.20233776,9.2,0.02894644,Mass,0.0,26.0758,576.34,K V,4174.0,0.62,0.57,-0.58,[Fe/H],4.62,229.8374423,29.2078771,91.30932913599999,9.71999
TOI-2019 b,TOI-2019,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),15.3444,0.128,5.33275337,0.47575721,34.4,0.1082345,Mass,0.0,126.052,917.46,Unknown,5626.0,1.7457,1.1832,0.409,[Fe/H],4.025,234.4317651,48.955206,645.81171092,10.0769
TOI-2025 b,TOI-2025,1,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),8.8720982,0.0892,11.89272852,1.061,1144.1822652,3.6,Mass,0.394,343.7178,1166.0,Unknown,5977.0,1.459,1.199,0.15,[Fe/H],4.187,282.7952558,82.2454143,1095.8352366,11.3637
TOI-2031 A b,TOI-2031 A,2,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),5.71548654,0.066,14.20177855,1.267,254.2627256,0.8,Mass,0.076,567.0,1358.0,Unknown,6490.0,1.241,1.174,-0.24,[Fe/H],4.32,331.1178077,81.5659509,900.5330238,11.1141
TOI-2046 b,TOI-2046,1,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.4971842,0.0761,16.14093221,1.44,731.0053361,2.3,Mass,0.0,2643.655,1828.82,F8 V,6250.0,1.21,1.13,-0.06,[Fe/H],4.3,16.1849423,74.3313055,944.76956208,11.4128
TOI-2048 b,TOI-2048,1,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),13.79019,0.0761,2.61,0.232849,7.32,0.023,M-R relationship,0.13,29.035,646.0,G V,5185.0,0.79,0.83,0.02,[M/H],4.6,237.9241066,52.3063083,380.19026451999997,11.3252
TOI-205 b,TOI-205,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),4.25300773815,0.0761,2.50121142,0.22314352,6.81,0.0214,M-R relationship,0.0,1740.9224,1799.55,Unknown,6302.74,1.45382,1.2,0.13,[M/H],4.2335,7.9754636,-56.9650808,579.77164404,9.79371
TOI-206 b,TOI-206,1,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.7363104,0.0112,1.3,0.11597843,2.24,0.00705,M-R relationship,0.0,117.7582,910.0,Unknown,3383.0,0.35,0.35,0.02,Unknown,4.89,73.7382202,-62.521874,155.72807454,13.6662
TOI-2068 b,TOI-2068,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),7.768915,0.0632,1.821,0.16245902,3.97,0.0125,M-R relationship,0.0,12.23,520.62,Unknown,3710.0,0.535,0.559,0.27,[Fe/H],4.729,186.27356,60.4183455,172.643503168,12.221
TOI-2071 b,TOI-2071,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),5.67395386982,0.0761,2.56484195,0.22882027,7.1,0.0224,M-R relationship,0.0,265.3025,1029.33,Unknown,5755.41,1.00286,1.063,0.048,[M/H],4.3731,256.6011813,57.6610327,754.43470516,11.4613
TOI-2076 b,TOI-2076,1,4,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),10.35504,0.08781,2.59,0.23106472,6.7,0.02108056,Mass,0.0114,49.4,736.0,K V,5187.0,0.758,0.849,-0.09,[Fe/H],4.608,217.3920159,39.7903991,136.689044196,8.91028
TOI-2076 c,TOI-2076,1,4,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),21.01447,0.1407,3.54,0.31581819,7.2,0.02265373,Mass,0.036,32.7,581.0,K V,5187.0,0.758,0.849,-0.09,[Fe/H],4.608,217.3920159,39.7903991,136.689044196,8.91028
TOI-2076 d,TOI-2076,1,4,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),35.12803,0.1982,3.27,0.29173036,7.3,0.02296837,Mass,0.027,16.5,490.0,K V,5187.0,0.758,0.849,-0.09,[Fe/H],4.608,217.3920159,39.7903991,136.689044196,8.91028
TOI-2076 e,TOI-2076,1,4,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),3.0223753,0.03863,1.301,0.11606765,4.7,0.01478785,Mass,0.0,106.484,1110.0,K V,5187.0,0.758,0.849,-0.09,[Fe/H],4.608,217.3920159,39.7903991,136.689044196,8.91028
TOI-2081 b,TOI-2081,1,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),10.50534,0.0752,2.04,0.18199692,4.82,0.0152,M-R relationship,0.0,8.1,488.0,M1.0,3800.0,0.534,0.54,-0.5,[Fe/H],4.5,264.3022634,53.0255666,203.340653576,12.6594
TOI-2084 b,TOI-2084,2,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),6.0784247,0.05006,2.47,0.22035902,6.66,0.021,M-R relationship,0.0,12.8,527.0,M2+/-0.5,3551.0,0.475,0.453,-0.13,[Fe/H],4.75,259.2545389,72.7470231,373.60843644,14.4096
TOI-2088 b,TOI-2088,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),124.72997,0.472,3.6831179,0.32858634,37.0,0.11641502,Mass,0.0,1.7338,300.33,Unknown,5081.0,0.8481,0.9027,0.339,[Fe/H],4.533,261.3748943,75.8822796,412.4568775999999,11.4808
TOI-209 b,TOI-209,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),4.37943587445,0.0761,2.3947209,0.21364306,6.32,0.0199,M-R relationship,0.0,120.936,845.78,Unknown,4806.66,0.742779,0.81,0.02,Unknown,4.5422,19.3941777,-66.903066,369.81850371999997,11.4443
TOI-2092 b,TOI-2092,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),4.30325528074,0.0761,2.94892961,0.26308633,9.0,0.0283,M-R relationship,0.0,195.793,1042.0,Unknown,5842.06,1.0519,0.956,-0.1221,[M/H],4.495,212.5474866,45.5638685,576.5100840399999,11.0974
TOI-2093 b,TOI-2093,1,2,0,Radial Velocity,2025,Calar Alto Observatory,12.836,0.097,3.25,0.29,10.6,0.03335133,Msini,0.0,4.515000000000001,535.0,K5 V,4426.0,0.729,0.745,-0.08,[Fe/H],4.87,302.7375229,70.8696532,270.05129719199994,11.3685
TOI-2093 c,TOI-2093,1,2,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),53.81149,0.257,2.3,0.20519261,15.8,0.04971236,Mass,0.0,3.0647,329.0,K5 V,4426.0,0.729,0.745,-0.08,[Fe/H],4.87,302.7375229,70.8696532,270.05129719199994,11.3685
TOI-2094 b,TOI-2094,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),18.793193,0.136,1.9,0.16950694,4.27,0.0134,M-R relationship,0.0,0.98,276.0,M3 V,3435.0,0.384,0.425,-0.06,[Fe/H],4.89,254.1425333,70.0273157,163.158886688,13.4537
TOI-2095 b,TOI-2095,1,2,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),17.66484,0.101,1.25,0.11151772,4.1,0.01290004,Mass,0.0,3.43,347.0,M2.5 V,3759.0,0.44,0.44,-0.24,[Fe/H],5.11,285.6365235,75.4185135,136.71676745599999,12.094
TOI-2095 c,TOI-2095,1,2,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),28.17232,0.137,1.33,0.11865486,7.4,0.023283,Mass,0.0,1.84,297.0,M2.5 V,3759.0,0.44,0.44,-0.24,[Fe/H],5.11,285.6365235,75.4185135,136.71676745599999,12.094
TOI-2096 b,TOI-2096,1,2,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.1190633,0.025,1.243,0.11089322,2.08,0.00653,M-R relationship,0.15,9.4,445.0,M4,3300.0,0.235,0.231,-0.03,[Fe/H],5.05,151.6186989,74.8272107,158.12336420399998,14.7736
TOI-2096 c,TOI-2096,1,2,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),6.38784,0.04,1.914,0.17075594,4.32,0.0136,M-R relationship,0.1,3.7,349.0,M4,3300.0,0.235,0.231,-0.03,[Fe/H],5.05,151.6186989,74.8272107,158.12336420399998,14.7736
TOI-2104 b,TOI-2104,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),5.904370457,0.0761,1.52898127,0.13640681,2.95,0.00929,M-R relationship,0.0,85.3357,846.0,Unknown,4856.13,0.723757,0.8,0.02,Unknown,4.5718,151.6122146,83.0878397,250.29798520799997,10.6423
